stride,feature_set,n_features,model,K0,chi,chi_err
100,add_2,21,Birch,4.82,0.06973963186986387,0.013536064593426761
100,add_2,21,Birch,4.83,0.059483332559466834,0.01570544068290072
100,add_2,21,Birch,4.84,0.04369466398768791,0.015930331350892106
100,add_2,21,Birch,4.85,0.030278352777334372,0.008460116754160776
100,add_2,21,Birch,4.86,0.01627779610086101,0.0075097730779501385
100,add_2,21,Birch,4.87,0.014273974010765104,0.00487951690785853
100,add_2,21,Birch,4.88,0.006874041680731355,0.0030280072839777143
100,add_2,21,Birch,4.9,0.0,0.0
100,add_2,21,Birch,4.93,0.0,0.0
250,add_5,21,KMeans,4.67,0.24991398140976878,0.0015180699171357809
250,add_5,21,KMeans,4.7,0.2453506705561138,0.006368185863922376
250,add_5,21,KMeans,4.72,0.24999883825001934,0.0027106804557700285
250,add_5,21,KMeans,4.73,0.2504716981132027,0.0016786081799767898
250,add_5,21,KMeans,4.74,0.24434693466952004,0.007301722428665109
